"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
9.72,2.81,193,2,87.61,58.6,"Gamma","ui","alta","success"
3.5,8.58,229,0,NA,14.66,"Alpha","ui","baja","success"
11.51,5.3,241,2,64.59,21.13,"Delta","api","baja","success"
8.74,1.83,216,0,62.9,82.05,"Alpha","payments","media","success"
8.08,4.89,214,1,81.03,1.26,"Delta","ui","media","success"
16.83,9.51,225,2,65.59,0.57,"Alpha","auth","baja","success"
25.49,13.17,229,3,33.11,73.72,"Gamma","auth","baja","success"
12.56,4.42,228,0,67.2,1.18,"Alpha","api","media","success"
9.81,4.86,207,0,20.86,33.67,"Alpha","ui","media","success"
5.41,8.25,230,1,82.4,11.54,"Beta","ui","alta","success"
20.15,10.12,230,1,83.54,73.17,"Alpha","database","media","success"
9.18,9.49,199,1,80.84,43.67,"Alpha","ui","baja","success"
17.95,7.86,227,1,87.92,16.37,"Beta","api","media","success"
10.05,NA,212,2,91.44,106.1,"Gamma","ui","alta","failed"
10.68,2.81,196,1,NA,85.41,"Gamma","api","media","success"
7.78,4.48,212,1,69.25,3.8,"Delta","auth","alta","success"
8.38,2.25,201,1,68.57,15.82,"Beta","auth","alta","success"
6.28,3.84,230,0,77.15,14.85,"Gamma","api","media","success"
22.12,16.33,243,0,74.75,45.19,"Beta","notifications","baja","success"
19.61,3.98,195,1,44.63,11.45,"Gamma","auth","crítica","rolled_back"
4.06,NA,203,2,90.48,NA,"Alpha","ui","media","failed"
10.75,NA,213,3,78.36,12.84,"Beta","api","media","failed"
19.15,NA,197,0,94.16,NA,"Delta","auth","baja","failed"
9.04,5.38,228,2,66.43,4.47,"Alpha","payments","media","success"
7.99,3.25,280,2,79.07,60.18,"Alpha","database","crítica","success"
11.61,6.22,239,0,72.09,8.4,"Beta","database","crítica","success"
14.99,2.01,214,2,59.1,4.73,"Beta","api","alta","success"
16.39,3.12,227,1,76.61,2.93,"Delta","payments","baja","success"
4.78,NA,227,0,69.27,11.7,"Alpha","auth","baja","failed"
10.67,8.02,223,1,52.42,13.04,"Alpha","ui","alta","success"
16.26,8.75,237,1,92.64,78.95,"Delta","auth","baja","success"
17.4,4.21,241,3,70.52,3.48,"Gamma","ui","baja","success"
8.92,11.35,217,1,99.31,12.74,"Beta","notifications","baja","success"
6.14,8.04,200,NA,50.74,24.25,"Alpha","payments","media","rolled_back"
17.49,15.89,218,4,82.81,11.78,"Alpha","payments","baja","success"
13.65,2.41,229,2,64.46,27.95,"Alpha","notifications","baja","success"
13.62,3.17,218,1,87.36,33.48,"Delta","api","media","success"
15,5.69,231,2,66.59,10.23,"Beta","auth","crítica","success"
7.59,6.35,214,1,80.08,2.97,"Beta","notifications","baja","success"
10.05,6.44,215,1,87.76,8.75,"Alpha","api","baja","success"
5.22,9.76,240,0,79.86,0.65,"Beta","api","alta","success"
21.38,6.98,220,1,91.39,14.45,"Gamma","api","baja","success"
13.56,NA,213,1,54.29,17.43,"Beta","api","baja","failed"
6.25,3.9,211,2,60.69,32.08,"Gamma","ui","baja","success"
3.77,4.85,207,2,94.24,8.67,"Beta","auth","alta","rolled_back"
10.78,1.6,245,1,91.6,9.16,"Alpha","auth","baja","success"
21.96,8.23,209,1,84.14,36.23,"Beta","payments","baja","success"
13.39,3.88,216,0,70.44,61.86,"Delta","auth","media","success"
6.9,8.22,230,0,53.21,4.27,"Alpha","api","media","success"
7.32,4.6,231,2,94.82,27.15,"Delta","auth","media","success"
18.86,4.84,218,2,69.5,49.27,"Alpha","ui","media","success"
7.56,8.24,225,1,74.33,100.59,"Beta","payments","media","success"
5.76,NA,218,1,75.25,1.2,"Gamma","ui","media","failed"
10.85,3.62,203,4,94.67,32.92,"Beta","api","media","success"
11.5,2.01,210,2,93.54,29.09,"Beta","ui","alta","success"
9.01,NA,216,1,79.51,7.45,"Beta","ui","media","failed"
7.29,10.98,227,3,91.7,52.17,"Alpha","ui","alta","success"
8.39,5.02,225,2,65.29,22.01,"Alpha","ui","media","success"
16.62,3.82,233,1,62,17.43,"Gamma","ui","alta","success"
5.15,16.75,211,1,83.33,36,"Beta","ui","baja","success"
15.42,1.62,210,3,75.6,24.3,"Delta","api","alta","success"
4.41,NA,207,1,73.92,75.26,"Alpha","ui","baja","failed"
8.78,6.92,212,0,75.9,25,"Delta","ui","baja","success"
12.14,5.52,228,1,58.81,27.22,"Delta","database","baja","success"
5.19,NA,219,2,73.3,NA,"Alpha","api","baja","failed"
7.5,7.72,220,2,98.29,9.98,"Delta","auth","alta","success"
8.11,5.7,193,2,83.49,5.14,"Beta","ui","media","rolled_back"
8.86,5.39,194,1,75.25,3.92,"Alpha","api","media","success"
16.6,8.59,249,2,73.66,1.07,"Alpha","database","alta","success"
9.4,7.06,211,2,93.01,20.89,"Alpha","ui","baja","success"
9.56,7.64,234,1,62.46,78.41,"Alpha","database","alta","success"
6.12,8.85,214,1,90.65,45.99,"Gamma","notifications","baja","success"
6.48,8.64,224,1,73.91,56.66,"Gamma","api","media","success"
14.97,NA,213,1,85.33,76.23,"Gamma","api","media","failed"
16.58,9.09,242,NA,76.33,NA,"Alpha","ui","baja","rolled_back"
16.43,NA,217,0,85.47,5.97,"Alpha","api","media","failed"
11.01,6.11,212,0,83.51,12.14,"Gamma","notifications","baja","success"
11.42,3.94,240,2,89.56,7.03,"Beta","auth","media","success"
9.37,3.75,231,1,63.86,35.33,"Gamma","notifications","baja","success"
2.5,4.23,255,1,76.36,41.6,"Delta","ui","baja","success"
4.24,4.36,200,2,85.14,9.04,"Beta","api","alta","success"
17.11,6.25,218,0,93.05,1.75,"Delta","database","media","success"
9.87,7.17,224,2,65.74,8.19,"Delta","ui","media","success"
15.25,5.02,202,2,26.83,3.89,"Gamma","payments","crítica","success"
6.32,10.96,195,1,80.54,67.76,"Alpha","notifications","crítica","success"
12.71,NA,201,1,67.08,10.88,"Gamma","api","media","failed"
14.56,1.98,244,1,57.69,14.6,"Delta","api","baja","success"
15.24,3.81,222,0,58.85,81.19,"Gamma","api","baja","success"
16.55,NA,239,3,62.11,35.47,"Gamma","api","baja","failed"
8.39,9.38,235,0,70.4,3.44,"Beta","auth","baja","success"
7.75,6.41,205,1,83.83,7.11,"Gamma","payments","baja","success"
5.27,8.1,248,0,72.58,55.63,"Gamma","ui","media","success"
13.67,9.77,240,3,58.06,7.62,"Gamma","api","alta","success"
3.86,8.62,220,2,91.55,105.22,"Gamma","payments","crítica","success"
16.91,NA,228,1,88.77,NA,"Gamma","api","baja","failed"
14.51,NA,194,1,55.59,32.77,"Beta","ui","media","failed"
5.39,NA,237,1,79.65,77.92,"Alpha","auth","alta","failed"
8.7,7.01,230,3,73.45,3.91,"Delta","ui","baja","success"
14.97,10.11,250,1,92.44,39.72,"Gamma","api","baja","success"
6.36,4.54,219,5,64.12,16.04,"Gamma","payments","baja","success"
13.08,3.36,208,4,68.82,17.94,"Gamma","api","baja","success"
4.36,3.48,212,2,88.05,8.13,"Delta","notifications","baja","success"
15.94,10.01,230,0,71.03,14.56,"Delta","auth","media","success"
6.03,2.73,232,2,86.26,12.94,"Gamma","ui","baja","success"
18.31,1.76,209,1,69.41,58.92,"Gamma","ui","baja","success"
14.91,7.14,226,2,86.16,3.44,"Beta","database","alta","success"
7.08,4.09,205,1,84.53,39.63,"Alpha","ui","alta","success"
7.69,5.71,241,0,91.19,24.87,"Alpha","api","baja","success"
26.6,1.23,239,1,73.77,11.65,"Gamma","auth","baja","success"
12.82,NA,240,0,69.81,4.96,"Beta","api","media","failed"
4.71,8.89,211,0,NA,35.94,"Alpha","api","media","success"
10.6,5.3,186,0,67.09,43.01,"Alpha","auth","media","success"
6.01,8.53,222,2,84.5,64.64,"Beta","auth","media","success"
8.96,7.64,220,0,46.59,8.61,"Alpha","api","media","success"
14.45,7.34,244,0,74.63,2.48,"Alpha","auth","media","success"
6.65,7.13,213,2,56.03,52.68,"Gamma","ui","baja","success"
5.69,4.04,211,0,74.09,4.47,"Gamma","api","baja","success"
6.72,3.69,246,1,88.74,9.89,"Alpha","ui","baja","success"
9.47,2.13,214,0,81.94,13.2,"Delta","ui","baja","success"
12.38,NA,240,1,69.11,NA,"Alpha","database","alta","failed"
14.45,5.65,235,0,82.31,26.13,"Beta","payments","baja","success"
15.09,4.04,238,1,94.47,40.94,"Delta","ui","alta","success"
12.98,NA,239,0,72.78,53.4,"Gamma","database","media","failed"
24.84,6.41,194,2,79.23,3.49,"Beta","api","baja","success"
7.66,12.73,203,1,84.98,69.26,"Alpha","auth","media","success"
27.88,7.51,223,2,70.78,17.39,"Gamma","auth","baja","success"
8.16,3.92,211,0,74.03,2.84,"Delta","api","alta","success"
23.93,5.33,207,2,75.65,57.62,"Beta","notifications","baja","success"
6.83,NA,184,2,81.55,NA,"Beta","api","baja","failed"
6.37,4.29,240,0,73.37,3.75,"Beta","ui","baja","success"
10.71,5.93,232,0,79.63,19.11,"Alpha","notifications","alta","success"
6.9,4.67,208,5,41.44,12.01,"Delta","payments","baja","success"
16.86,4.22,234,2,60.7,42.79,"Delta","api","media","success"
20.57,4.52,234,1,61.67,40.86,"Delta","ui","alta","success"
7.67,3.79,213,3,49.65,10.41,"Delta","database","baja","success"
8.55,3.43,234,4,62.31,16,"Gamma","ui","baja","success"
7.78,4.18,223,2,58.05,22.47,"Delta","ui","crítica","success"
11.48,NA,221,0,87.29,5.6,"Delta","notifications","baja","failed"
15.8,8.01,219,1,88.76,21.86,"Beta","notifications","media","success"
13.9,3.45,211,0,64.44,43.49,"Gamma","api","alta","success"
25.12,3.98,207,1,88.79,NA,"Gamma","api","media","rolled_back"
22.11,4.54,246,2,51.06,30.61,"Alpha","ui","baja","rolled_back"
16.44,12.13,231,1,77.5,24.7,"Gamma","payments","crítica","success"
3.37,NA,238,1,82.23,6.57,"Gamma","auth","baja","failed"
8.68,NA,217,2,64.86,NA,"Gamma","ui","media","failed"
14.54,NA,233,1,74.04,15.86,"Alpha","api","media","failed"
7.2,5.6,233,1,72.73,29.76,"Beta","database","baja","success"
13.64,NA,191,1,90.68,NA,"Delta","ui","alta","failed"
15.29,9.67,238,0,92.06,13.26,"Alpha","api","crítica","success"
11.66,5.47,223,0,68.72,23.9,"Beta","auth","alta","success"
19.9,6.41,194,4,84.13,5.04,"Alpha","api","baja","success"
14.66,6.97,222,2,70.27,19.37,"Alpha","ui","media","rolled_back"
12.42,4.09,200,1,86.74,10.02,"Beta","ui","baja","success"
10.35,2.11,202,1,53.97,16.6,"Gamma","ui","crítica","success"
11.8,NA,252,0,85.73,14.45,"Beta","auth","media","failed"
13.1,2.16,213,1,50,12.98,"Gamma","payments","media","success"
11.15,1.66,214,0,57.35,18.13,"Delta","ui","baja","success"
14.01,NA,213,0,83.7,26.13,"Delta","api","media","failed"
10.89,3.56,218,2,37.46,4.19,"Alpha","api","alta","success"
13.64,4.81,220,3,77.18,4.99,"Gamma","auth","alta","success"
2.76,7.29,208,0,82.87,67.16,"Alpha","auth","media","success"
12.9,2.34,200,0,63.77,7.76,"Alpha","api","media","success"
9.4,NA,229,1,86.94,60.87,"Alpha","notifications","crítica","failed"
2.42,10.33,193,1,78.46,5.39,"Gamma","auth","baja","success"
5.06,11.55,246,4,90.02,0.62,"Gamma","database","baja","success"
19.46,6.67,217,0,80.86,1.55,"Gamma","auth","baja","success"
12.51,NA,224,0,62.83,NA,"Beta","auth","crítica","failed"
14.62,4.02,216,1,81.86,10.12,"Gamma","database","media","success"
16.49,5.15,199,1,76.83,13.79,"Alpha","database","baja","success"
6.43,NA,211,1,90.03,10.36,"Alpha","auth","baja","failed"
9.82,NA,215,1,84.5,13.66,"Beta","auth","media","failed"
23.64,6.34,219,2,78.77,29.28,"Beta","api","media","success"
13.93,6.66,219,0,91.39,8.99,"Alpha","api","media","success"
8.52,9.75,226,0,71.18,20.93,"Beta","auth","baja","success"
7.97,6.77,202,0,88.77,15.92,"Delta","api","crítica","success"
10.36,5.47,202,0,69.11,15.11,"Delta","ui","baja","success"
14.17,4.6,236,0,83.11,36.9,"Delta","database","crítica","success"
11.44,3.93,222,1,94.52,12.62,"Beta","notifications","baja","success"
10.92,6.11,225,0,67,4.78,"Alpha","api","alta","success"
17.64,8.94,222,2,33.99,3.19,"Delta","database","alta","success"
7.1,2.75,191,1,70.6,46.54,"Gamma","api","media","success"
8.49,5.91,230,1,87.63,31.65,"Beta","ui","alta","success"
7.14,8.19,224,1,88.5,100.85,"Alpha","api","media","success"
13.12,NA,230,3,76.11,3.01,"Alpha","ui","crítica","failed"
8.2,2.33,222,0,57.68,7.83,"Delta","notifications","media","success"
12.28,4.21,227,2,63.12,15.05,"Delta","api","baja","success"
3.78,3.09,230,2,66,7.06,"Beta","payments","media","success"
10.89,6.06,207,0,70.77,33.04,"Beta","auth","baja","success"
14.5,7.67,221,0,74.8,66.23,"Alpha","auth","crítica","success"
17.01,9.03,228,2,60.8,95.86,"Beta","auth","media","success"
8.19,6.38,212,2,77.12,54.48,"Alpha","payments","baja","success"
12.2,4.96,220,2,70.25,18.4,"Gamma","notifications","alta","success"
17.93,5.21,218,1,73.15,49.69,"Alpha","notifications","baja","success"
9.44,4.4,224,0,90.98,4.57,"Beta","database","alta","success"
10.22,9.75,224,1,71.58,2.73,"Delta","api","media","success"
10.75,5.73,212,1,82.37,5.48,"Beta","database","media","success"
16.87,5.67,239,1,47.73,47.01,"Gamma","ui","alta","success"
5.63,10.7,211,0,74.77,16.33,"Beta","notifications","media","success"
13.14,NA,211,1,68.5,19.07,"Delta","api","media","failed"
19.85,3.75,246,2,62.56,17.64,"Delta","api","alta","success"
9.73,7.55,203,1,80.98,20.59,"Delta","payments","alta","success"
13.14,2.52,208,1,95.95,2.48,"Alpha","notifications","alta","success"
12.95,7.16,250,1,94.68,26.66,"Gamma","api","media","success"
3.67,7.14,214,0,79.33,6.32,"Gamma","notifications","alta","rolled_back"
3.35,7.06,202,1,82.69,25.21,"Gamma","api","baja","success"
30.32,4.8,221,2,71.98,9.71,"Gamma","auth","media","success"
6.07,5.57,205,1,91.52,44.01,"Beta","api","media","success"
10.17,4.31,251,3,61.98,15.85,"Gamma","notifications","media","success"
5.27,NA,210,1,47.5,46.23,"Alpha","api","baja","failed"
7.77,9.27,222,0,81.38,6.28,"Beta","ui","media","success"
12.05,5.34,242,2,73.72,39.79,"Alpha","ui","baja","success"
19.84,3.84,215,0,79.8,28.5,"Gamma","api","baja","success"
14.92,5.16,227,0,72.02,32.26,"Beta","api","alta","success"
14.65,7.72,209,0,72.28,1.64,"Gamma","api","media","success"
5.69,9.65,234,0,58.5,5.53,"Delta","api","baja","success"
22.54,3.89,211,1,73.15,30.4,"Alpha","notifications","baja","success"
26.52,2.43,208,0,82.35,31.66,"Gamma","auth","alta","success"
18.67,8.32,215,1,81.03,106.19,"Beta","auth","media","success"
9.79,NA,220,2,65.44,59.11,"Gamma","api","media","failed"
8.11,5.73,207,1,46.6,71.74,"Gamma","auth","alta","success"
5.12,NA,222,2,72.86,1.02,"Delta","api","crítica","failed"
10.37,2.76,229,0,58.9,12.01,"Beta","ui","baja","success"
10.18,7.46,201,1,61.61,21.34,"Delta","payments","baja","success"
15.1,NA,200,1,80.32,NA,"Beta","notifications","alta","failed"
10.02,6.92,214,3,80.39,16.68,"Gamma","ui","baja","success"
4.7,9.81,211,0,78.12,25.38,"Beta","api","alta","success"
9.64,5.46,230,1,81.33,78.37,"Beta","api","media","success"
15.01,NA,240,3,82.01,5.49,"Gamma","auth","baja","failed"
11.38,NA,253,1,81.55,53.08,"Alpha","ui","alta","failed"
4.02,NA,206,1,78.43,10.27,"Alpha","api","baja","failed"
9.63,NA,232,2,67.28,34.11,"Delta","api","baja","failed"
15,3.82,205,3,93.56,58.69,"Beta","ui","media","success"
9.8,3.19,198,1,92.02,26.59,"Gamma","auth","media","rolled_back"
14.13,NA,199,0,53.46,NA,"Alpha","auth","baja","failed"
3.01,6.14,213,1,NA,23.62,"Beta","ui","baja","success"
18.28,10.58,220,0,46.91,21.02,"Gamma","ui","alta","success"
8.49,NA,225,0,56.71,0.57,"Delta","auth","alta","failed"
16.44,4.26,201,2,57.05,26.48,"Beta","auth","baja","success"
12.3,8.28,218,2,83.38,18.48,"Gamma","auth","media","success"
5.71,4.34,174,0,83.21,3.31,"Delta","payments","alta","success"
4.33,5.61,216,3,52.09,44.79,"Beta","payments","media","success"
6.12,3.68,228,2,69.29,76.01,"Gamma","auth","alta","success"
7.56,8.72,220,1,76.78,2.29,"Delta","payments","alta","success"
14.45,6.36,205,1,94.66,21.77,"Beta","api","baja","success"
20.1,4.79,232,1,51.73,21.6,"Beta","ui","media","success"
11.38,10.35,237,2,86.22,3.64,"Alpha","api","baja","success"
21.91,3.8,227,1,94.51,77.87,"Gamma","notifications","baja","success"
6.83,2.75,227,1,70.71,37.4,"Alpha","api","media","success"
21.13,4.59,247,2,82.18,82.19,"Beta","api","media","success"
15.66,4.81,196,1,81.64,68.18,"Alpha","database","crítica","success"
10.47,10.04,219,0,80.97,15.96,"Beta","ui","alta","success"
5.53,4.3,224,0,45.06,3.51,"Gamma","ui","baja","success"
8.34,6.93,225,1,68.63,59.81,"Gamma","ui","crítica","success"
9.41,8.23,246,2,83.34,0.65,"Delta","api","baja","success"
7.91,3.34,229,2,61.24,30.76,"Beta","api","baja","success"
11.14,2.46,242,2,59.25,1.4,"Alpha","auth","baja","success"
24.1,8.46,221,0,83.48,28.69,"Alpha","ui","media","success"
10.01,NA,208,0,79.81,35.35,"Beta","api","baja","failed"
9.56,7.2,222,NA,79.69,20.95,"Alpha","auth","alta","rolled_back"
12.02,3.62,232,2,83.86,9.74,"Delta","auth","baja","success"
9.05,2.94,217,0,81.02,30.32,"Delta","api","media","success"
12.44,1.8,231,0,71.73,3.14,"Beta","api","media","success"
7.24,7.35,229,1,89.44,3.81,"Alpha","api","media","success"
11.57,5.62,214,1,83.65,34.05,"Beta","payments","alta","success"
19.02,2.84,207,1,94.79,6.95,"Delta","api","baja","success"
5.98,NA,238,2,84.1,5.13,"Alpha","auth","baja","failed"
25.05,3.79,251,1,71.49,24.4,"Beta","auth","media","success"
6.69,NA,216,1,76.44,82.01,"Alpha","api","media","failed"
12.44,NA,231,1,78.23,32.1,"Alpha","database","media","failed"
9.71,8.08,202,2,62.04,15.99,"Alpha","api","alta","success"
9.48,7.01,224,1,92.69,54.06,"Beta","api","baja","success"
18.54,7.26,230,1,84.09,34.92,"Alpha","auth","alta","success"
16.84,2.34,195,0,60.38,1.13,"Beta","api","baja","success"
16.99,8.41,211,1,89.93,9.11,"Beta","ui","alta","success"
18.11,2.44,224,0,66.19,64.95,"Beta","ui","media","success"
5.86,3.41,224,1,76.65,3.1,"Delta","payments","baja","success"
12.01,0.97,210,1,75.63,4.52,"Beta","payments","media","rolled_back"
22.09,1.71,211,1,78.5,73.98,"Gamma","auth","baja","success"
13.03,14.07,227,1,78.26,17.86,"Alpha","ui","media","success"
6.88,5.37,245,0,71.03,14.9,"Delta","api","baja","success"
9.98,11.77,228,0,84.92,12.58,"Delta","notifications","media","success"
7.21,5.52,241,0,83.33,125.46,"Beta","ui","media","success"
8.52,4.89,219,1,83.9,20.4,"Alpha","api","media","success"
13.5,5.56,224,0,50.57,17.76,"Gamma","payments","alta","success"
4.06,9.97,221,1,90.17,1.15,"Delta","ui","baja","success"
13.86,2.73,232,0,75.01,1.31,"Alpha","api","crítica","success"
8.86,1.29,231,1,64.36,51.43,"Alpha","api","baja","success"
17.76,6.14,226,2,82.84,41.88,"Gamma","ui","media","success"
11.92,6.17,230,1,68.31,10.69,"Delta","notifications","crítica","success"
13.51,5.47,223,1,84.83,13.89,"Gamma","ui","baja","success"
8.81,3.78,216,1,94.35,1.38,"Alpha","ui","media","success"
10.09,2.44,241,0,89.67,30.61,"Delta","auth","alta","success"
9.03,3.55,236,0,75.98,8.11,"Beta","api","baja","success"
13.83,4.45,215,3,90.35,6.19,"Gamma","notifications","alta","success"
8.87,3.11,228,2,84.99,18.79,"Alpha","auth","baja","success"
13.98,4.08,218,1,75.96,44.23,"Alpha","api","media","success"
9.34,5.5,238,2,86.78,82.21,"Beta","api","baja","success"
4.12,11.84,218,1,49.03,50.57,"Gamma","notifications","baja","success"
4.96,10.6,201,1,83.4,5.85,"Gamma","ui","alta","success"
8.18,3.12,219,1,78.25,3.97,"Delta","database","baja","success"
8.56,4.08,225,1,54.62,24.63,"Gamma","api","crítica","success"
13.6,3.06,215,1,81.16,33.79,"Alpha","api","baja","success"
11.59,9.13,234,1,80.7,27.91,"Beta","database","media","success"
14.93,1.36,216,4,79.24,70.9,"Beta","ui","media","success"
17.41,6.17,228,0,55.14,8.09,"Gamma","api","alta","success"
27.4,5.98,228,4,92.61,74.23,"Alpha","payments","media","success"
6.89,NA,250,1,92.12,NA,"Alpha","ui","baja","failed"
12.32,10.45,174,2,76.12,14.04,"Gamma","api","media","success"
12.38,6.95,185,1,80.29,38.15,"Gamma","ui","media","success"
10.51,7.27,216,3,84.1,37.85,"Beta","notifications","alta","success"
20.92,6.89,241,3,71.41,2.26,"Alpha","payments","media","success"
10.28,NA,240,0,86.62,2.62,"Alpha","api","baja","failed"
9.67,NA,220,4,81.09,NA,"Alpha","auth","baja","failed"
5.9,9.1,217,0,89.7,32.96,"Alpha","auth","baja","success"
4.28,6.52,218,2,62.41,11.47,"Delta","api","baja","success"
6.13,3.94,227,2,88.45,15.03,"Alpha","auth","media","success"
11.21,3.47,185,2,86.34,9.26,"Delta","api","alta","success"
7.8,7.93,220,0,68.61,1.66,"Gamma","api","baja","success"
14.78,3.9,203,1,83.21,36.46,"Alpha","ui","baja","success"
4.92,8,215,1,95.16,2.87,"Beta","auth","alta","success"
17.29,NA,210,0,78.97,142.12,"Alpha","payments","baja","failed"
13.11,NA,245,4,66.93,18.37,"Alpha","notifications","baja","failed"
13.69,7.46,220,0,84.31,41.67,"Alpha","ui","media","success"
12.38,4.92,246,1,94.72,19.93,"Beta","auth","crítica","success"
18.97,5.47,214,0,92.63,103.81,"Alpha","auth","baja","success"
14.73,7.7,234,1,69.06,28.72,"Gamma","database","baja","success"
9.3,NA,211,1,81,6.51,"Gamma","api","media","failed"
11.99,4.9,216,1,95.17,70.68,"Gamma","ui","alta","success"
10.04,NA,238,0,57.31,NA,"Beta","ui","baja","failed"
20.04,6.6,235,3,85.14,5.46,"Alpha","payments","baja","success"
6.85,6.64,223,2,92.44,41.88,"Delta","api","baja","success"
8.1,7.63,227,1,75.17,30.18,"Beta","auth","alta","success"
11.38,11.69,227,2,90.22,6.7,"Beta","api","alta","success"
10.12,5.24,200,0,80.3,31.48,"Alpha","ui","media","success"
8.06,7.04,240,1,68.98,97.32,"Delta","ui","baja","success"
7.88,5.88,225,0,61.92,23.17,"Gamma","api","alta","success"
6.91,14.39,224,0,83.83,4.13,"Delta","notifications","baja","success"
7.81,3.65,224,4,79.09,41.16,"Beta","database","baja","success"
15.7,2.73,211,1,96.92,68.86,"Gamma","notifications","alta","success"
13.58,7.25,219,0,77.29,0.9,"Delta","auth","baja","success"
7.98,10.75,232,2,76.61,14.77,"Gamma","auth","baja","success"
18.64,1.98,240,0,44.64,83.47,"Gamma","payments","baja","success"
15.69,NA,208,3,85.53,25.3,"Alpha","auth","media","failed"
16.61,2.59,225,2,NA,111.21,"Alpha","ui","alta","success"
9.14,NA,195,3,70,43.18,"Delta","ui","crítica","failed"
9.13,4.66,224,1,90.76,5.05,"Alpha","notifications","media","success"
6.81,1.31,241,2,89.31,1.87,"Beta","api","alta","success"
20.05,5.17,227,0,72.51,19.02,"Delta","api","baja","success"
9.13,3.64,237,2,68.49,20.86,"Alpha","api","alta","success"
10.26,3.09,221,0,80.76,21.57,"Alpha","notifications","baja","success"
16.66,11.56,210,0,56.83,90.85,"Gamma","auth","crítica","success"
7.32,19.64,232,1,81.63,39.93,"Gamma","database","baja","success"
6.28,13.86,221,1,75.7,4.52,"Beta","api","media","success"
14.28,5.97,198,0,72.87,8.63,"Delta","auth","baja","success"
5.75,6.66,258,2,69.79,16.25,"Delta","ui","media","success"
9.36,8.83,208,3,80.21,10.08,"Beta","ui","baja","success"
7.14,11.29,229,4,75.63,6.69,"Delta","auth","crítica","success"
5.38,4.01,227,2,84.18,38.93,"Alpha","auth","baja","success"
14.17,13.92,221,0,71.87,87.66,"Alpha","auth","crítica","success"
9.46,7.27,240,1,79.63,4.07,"Gamma","database","baja","success"
2.55,11.13,247,2,79.75,10.19,"Beta","database","baja","success"
13.77,2.34,238,2,75.91,12.12,"Gamma","api","media","success"
15.85,2.13,206,1,78.04,16.83,"Gamma","api","media","success"
20.27,4.69,233,0,74.55,15.26,"Beta","auth","baja","success"
18.43,4.31,225,1,88.45,1.36,"Beta","auth","media","success"
30.22,12.59,201,0,81.13,55.46,"Gamma","ui","baja","success"
11.3,3.39,219,3,92.02,64.87,"Alpha","notifications","media","success"
12.88,11.75,221,4,77.36,7.95,"Gamma","ui","alta","success"
12.54,8.3,207,0,71.74,12.47,"Delta","database","baja","success"
18.7,4.36,211,0,75.34,7.77,"Alpha","api","crítica","success"
11.98,4.4,237,1,58.19,31.28,"Gamma","ui","media","success"
8.48,3.72,216,0,73.15,25.92,"Gamma","ui","baja","success"
9.14,6.04,205,0,76.44,5.7,"Beta","ui","media","success"
8.91,5.84,218,1,87.2,26.93,"Alpha","database","media","success"
11.9,5.06,219,2,76.66,39.13,"Gamma","notifications","baja","success"
13.78,5.42,217,1,92.95,4.04,"Alpha","database","alta","success"
12.85,3.25,183,3,72.36,63.18,"Alpha","api","alta","success"
11.52,NA,238,1,84.88,NA,"Alpha","auth","alta","failed"
17.64,2.58,216,1,NA,51.66,"Alpha","database","media","success"
4.74,3.84,223,3,59.59,147.51,"Delta","auth","alta","success"
8.78,13.45,213,1,89.7,3.64,"Beta","ui","media","success"
9.99,3.25,200,1,68.6,8.5,"Gamma","ui","alta","success"
12.73,NA,222,1,77.76,38.95,"Gamma","api","media","failed"
6.58,6.27,191,3,64.2,1.76,"Alpha","payments","media","success"
16.48,4.86,209,3,87.69,10.35,"Gamma","auth","baja","success"
10.9,3.23,222,1,78.92,35.65,"Beta","auth","baja","success"
9.14,5.11,243,2,71.98,3.22,"Gamma","api","baja","success"
14.72,NA,225,3,78.73,10.39,"Alpha","ui","baja","failed"
10.65,12.11,209,1,48.53,32.85,"Beta","ui","baja","success"
21.3,2.51,217,1,94.45,63.06,"Beta","api","baja","success"
12.72,6.18,208,0,69.62,85.25,"Gamma","auth","media","success"
6.58,2.55,218,0,86.58,19.92,"Alpha","database","baja","success"
10.22,5.23,218,NA,73.77,NA,"Gamma","api","alta","rolled_back"
8.49,5.59,202,1,73.65,26.1,"Gamma","auth","baja","success"
7.52,5.86,219,2,76.66,25.82,"Delta","payments","media","success"
10.28,5.61,221,5,64.9,1.82,"Alpha","auth","media","success"
3.85,6.9,238,1,98.56,52.84,"Delta","auth","media","success"
8.9,7.2,217,1,84.49,18.22,"Alpha","api","media","success"
20.4,5.35,223,2,49.43,9.38,"Alpha","api","baja","success"
6.24,7.27,217,0,82.56,17.45,"Gamma","api","baja","success"
10.05,7.55,231,1,95.41,2.99,"Delta","ui","media","success"
8.77,3.78,221,2,57.4,18.21,"Gamma","ui","alta","success"
10.9,13.94,248,2,84.26,9.01,"Delta","ui","baja","success"
6.16,5.49,226,0,95,28.26,"Delta","auth","media","success"
14.25,4.55,238,1,48.5,69.89,"Beta","payments","media","success"
8.52,3.85,237,4,84.77,54.56,"Gamma","api","baja","success"
27.29,NA,224,2,76.4,2.5,"Gamma","api","media","failed"
34.85,6.3,218,2,65.61,22.32,"Gamma","auth","media","success"
14.21,6.43,231,1,78.69,1.73,"Delta","auth","media","success"
